,Date,Open,High,Low,Close,Adj Close,Volume
232,2020-12-02,10.08,10.48,10.01,10.43,10.412735,77235600
233,2020-12-03,10.4,10.7,10.39,10.6,10.582455,91452900
234,2020-12-04,10.67,10.93,10.51,10.88,10.86199,135020900
235,2020-12-07,10.89,11.1,10.76,10.86,10.842023,97404000
236,2020-12-08,10.82,11.03,10.79,10.96,10.941857,93378300
237,2020-12-09,11.0,11.49,11.0,11.39,11.371146,126135500
238,2020-12-10,11.08,11.48,11.06,11.32,11.301261,95671600
239,2020-12-11,11.28,11.41,11.02,11.16,11.141526,88985700
240,2020-12-14,11.27,11.35,10.79,10.83,10.812073,79317500
241,2020-12-15,10.95,11.15,10.65,11.11,11.091609,86613900
242,2020-12-16,11.13,11.15,10.9,10.93,10.911908,58815800
243,2020-12-17,10.94,10.99,10.8,10.88,10.86199,62446000
244,2020-12-18,10.78,11.12,10.74,10.81,10.802034,114753600
245,2020-12-21,10.47,10.87,10.36,10.77,10.762064,85818700
246,2020-12-22,10.71,10.76,10.49,10.61,10.602181,89007500
247,2020-12-23,10.68,10.98,10.62,10.86,10.851997,60504500
248,2020-12-24,10.85,10.85,10.62,10.65,10.642152,30049700
249,2020-12-28,10.7,10.78,10.58,10.64,10.63216,53796700
250,2020-12-29,10.66,10.77,10.54,10.56,10.552218,53035900
251,2020-12-30,10.58,10.85,10.55,10.71,10.702108,50621000
252,2020-12-31,10.65,10.83,10.58,10.8,10.792042,47702300
